1082,Titia
1083,Pimm
1084,Gustel X
1085,Gustl XI
1086,Thailand-1
1087,Pop Art
1088,Barrenjoey
1089,South Africa-1
1090,Voloira II
1091,Uzbekistan-2
1092,Bremen
1093,Quando Quando
1094,Donar III
1095,Hojwa
1096,Tineke
1097,Danuta
1098,Maryke
1099,Falcon VI
1100,Thailand-2
1101,Manana
1102,Pandora
1103,Rampage
1104,Diabolo St Maurice
1105,Ravel
1106,Humbug V
1107,Astrid III
1108,Kln
1109,Demi-Mondaine-15
1110,Demi-Mondaine-17
1111,Nokaut II
1112,Almaz
1113,Tulilind
1114,New Zealand-2
1115,Notavel
1116,Galopin De La Font
1117,Margaret
1118,Portugal-1
1119,Comanche
1120,Cicely-1
1121,Ma'Lindo
1122,Harmony
1123,Independent Rowing Club-3
1124,Marie-Tim
1125,Uzbekistan-1
1126,Orion
1127,Merope
1128,Scaup
1129,Legionario
1130,Merope III
1131,Enotria
1132,Verveine-41
1133,Verveine-19
1134,Bohemia/Great Britain
1135,Ariette-8
1136,Ariette-10
1137,Greenoaks Dundee
1138,Fantlet-2
1139,Fantlet-7
1140,Maid of Lebanon
1141,Danaldo
1142,Lyn-2
1143,Sunrise
1144,Falcon IV
1145,Potsdam
1146,Giselle-6
1147,United States-13
1148,China-3
1149,Ardilla
1150,Greece-4
1151,Windor
1152,Vim III
1153,Lasha
1154,Hilarius
1155,Hakahana
1156,Glider
1157,Jamaica-1
1158,Squid III
1159,Singapore-1
1160,Mamie-4
1161,C.V.A.-14
1162,Singy-37
1163,C.V.A.-7
1164,Mamie-6
1165,Singy-7
1166,Hamburg
1167,Mac Miche
1168,Camille
1169,Serbia-1
1170,Cuxhaven
1171,Formosa
1172,Danzig
1173,Salinero
1174,Sjovinge
1175,Brandenburg
1176,Hungary-3
1177,Freia-19
1178,Freia-5
1179,Luxembourg-1
1180,Satchmo
1181,Sea Dog-2
1182,Mainz
1183,Solos Carex
1184,Dow Jones
1185,Digby
